article_pubyear,publisher,institution_name,n_items
2015,Non-Elsevier,Fraunhofer Institute for Ceramic Technologies and Systems,18
2016,Elsevier,Bonn-Rhein-Sieg University of Applied Sciences,5
2016,Non-Elsevier,Rottenburg University of Applied Forest Sciences,1
2015,Elsevier,Fraunhofer Institute for Production Technology,9
2018,Non-Elsevier,Max Planck Institute of Microstructure Physics,33
2020,Non-Elsevier,Max Planck Institute for Medical Research,41
2013,Non-Elsevier,Esslingen University of Applied Sciences,4
2020,Elsevier,Fraunhofer Institute for Structural Durability and System Reliability,8
2018,Non-Elsevier,Fraunhofer Institute for Microstructure of Materials and Systems,10
2013,Elsevier,Fraunhofer Institute for Integrated Systems and Device Technology,4
2018,Elsevier,Hochschule Osnabrück,3
2018,Elsevier,Max Planck Institute for Biogeochemistry,9
2020,Non-Elsevier,Max Planck Institute for Brain Research,20
2013,Non-Elsevier,Leipzig University of Applied Sciences,5
2016,Non-Elsevier,Baden-Wuerttemberg Cooperative State University,6
2012,Elsevier,Julius Kühn-Institut,13
2015,Elsevier,German Institute for International Educational Research,10
2016,Elsevier,Max Planck Institute for Physics,19
2014,Non-Elsevier,Fraunhofer Institute for Structural Durability and System Reliability,9
2020,Non-Elsevier,Fulda University of Applied Sciences,27
2020,Elsevier,Max Planck Institute of Microstructure Physics,2
2019,Non-Elsevier,Max Planck Institute for Biology of Ageing,23
2015,Non-Elsevier,Westsächsische Hochschule Zwickau,12
2018,Elsevier,Max Planck Institute of Psychiatry,19
2016,Non-Elsevier,Max Planck Institute for the Structure and Dynamics of Matter,31
2014,Non-Elsevier,Fraunhofer Institute for Wind Energy Systems,6
2020,Non-Elsevier,Fraunhofer Society,4
2020,Elsevier,Fraunhofer Institute for Energy Economics and Energy System Technology,4
2018,Non-Elsevier,Max Planck Institute for Empirical Aesthetics,12
2013,Elsevier,Max Planck Institute for Solar System Research,7
2016,Elsevier,Heilbronn University,5
2020,Elsevier,Max Planck Institute of Immunobiology and Epigenetics,14
2019,Elsevier,Max Planck Institute for Chemical Ecology,10
2018,Elsevier,Fraunhofer Institute for Nondestructive Testing,3
2012,Elsevier,Leibniz Institute for Tropospheric Research,11
2016,Non-Elsevier,Leibniz Center for Tropical Marine Ecology,23
2017,Non-Elsevier,Max Planck Institute for Software Systems,4
2014,Elsevier,Max Planck Institute for Research on Collective Goods,6
2013,Elsevier,Fraunhofer Institute for Electronic Nano Systems,6
2016,Elsevier,Fraunhofer Institute for Industrial Mathematics,9
2013,Elsevier,Munich University of Applied Sciences,6
2013,Elsevier,Leibniz Center for Tropical Marine Ecology,10
2017,Elsevier,Leibniz Institute for Tropospheric Research,6
2015,Elsevier,Bremen University of Applied Sciences,4
2014,Elsevier,Fraunhofer Institute for Mechanics of Materials,23
2016,Elsevier,Fraunhofer Institute for Process Engineering and Packaging,24
2020,Non-Elsevier,Fraunhofer Institute for Integrated Systems and Device Technology,17
2014,Elsevier,Max Planck Institute for Astronomy,2
2020,Non-Elsevier,Hochschule Aalen,29
2014,Elsevier,Hamburg University of Applied Sciences,7
2013,Elsevier,Catholic University of Eichstätt-Ingolstadt,6
2016,Non-Elsevier,Fraunhofer Institute for Integrated Systems and Device Technology,13
2019,Elsevier,Hochschule Hannover,3
2017,Elsevier,Max Planck Institute for Plant Breeding Research,7
2012,Elsevier,University of Trier,26
2016,Non-Elsevier,"Fraunhofer Institute for Communication, Information Processing and Ergonomics",6
2014,Elsevier,Max Planck Institute for the Physics of Complex Systems,9
2013,Elsevier,Max Planck Institute of Molecular Plant Physiology,9
2016,Elsevier,Offenburg University of Applied Sciences,5
2013,Elsevier,Fraunhofer Institute for Digital Medicine,4
2017,Elsevier,Max Planck Institute for Meteorology,8
2012,Elsevier,Max Planck Institute of Psychiatry,28
2017,Non-Elsevier,Fachhochschule Bielefeld,11
2014,Elsevier,Ostwestfalen-Lippe University of Applied Sciences and Arts,2
2015,Elsevier,Heilbronn University,2
2013,Non-Elsevier,Fraunhofer Institute for Wind Energy Systems,4
2016,Non-Elsevier,Zittau/Görlitz University of Applied Sciences,2
2015,Non-Elsevier,Fraunhofer Institute for Process Engineering and Packaging,22
2019,Non-Elsevier,Max Planck Institute for the Study of Religious and Ethnic Diversity,9
2012,Non-Elsevier,Fraunhofer Institute for Manufacturing Technology and Advanced Materials,16
2012,Non-Elsevier,Fraunhofer Institute for Chemical Technology,7
2020,Non-Elsevier,Hochschule Hannover,8
2016,Non-Elsevier,Max Planck Institute for Social Anthropology,21
2019,Elsevier,Technische Hochschule Mittelhessen,13
2019,Non-Elsevier,Fraunhofer Institute for Interfacial Engineering and Biotechnology,17
2014,Non-Elsevier,Max Planck Institute for the Study of Religious and Ethnic Diversity,4
2015,Non-Elsevier,"Fraunhofer Institute for Communication, Information Processing and Ergonomics",7
2020,Non-Elsevier,Fraunhofer Research Institution for Energy Infrastructures and Geothermal Systems,4
2014,Elsevier,Fraunhofer Institute for Intelligent Analysis and Information Systems,1
2017,Elsevier,Max Planck Institute for Chemical Ecology,13
2014,Elsevier,Institute of Plant Genetics and Crop Plant Research,7
2019,Elsevier,Max Planck Institute for Physics,9
2015,Non-Elsevier,Fraunhofer Chalmers Research Centre for Industrial Mathematics,4
2015,Elsevier,Max Planck Institute for Ornithology,9
2013,Elsevier,Max Planck Institute for Extraterrestrial Physics,7
2020,Non-Elsevier,Max Planck Institute for Software Systems,8
2013,Elsevier,Fraunhofer Institute for Machine Tools and Forming Technology,6
2017,Elsevier,Leibniz Institute for Zoo and Wildlife Research,4
2014,Elsevier,Max Planck Institute of Molecular Plant Physiology,13
2015,Non-Elsevier,Fraunhofer Institute for Chemical Technology,8
2014,Elsevier,Max Planck Institute for Marine Microbiology,13
2014,Non-Elsevier,Fraunhofer Chalmers Research Centre for Industrial Mathematics,1
2017,Elsevier,Leibniz Institute of Plant Biochemistry,9
2012,Non-Elsevier,Max Planck Institute for the History of Science,13
2017,Elsevier,Fraunhofer Institute for Open Communication Systems,4
2017,Elsevier,Fraunhofer Institute for Ceramic Technologies and Systems,23
2012,Non-Elsevier,Fraunhofer Institute for Nondestructive Testing,12
2013,Non-Elsevier,Fraunhofer Institute for Applied Solid State Physics,16
2014,Elsevier,Max Planck Institute for Informatics,8
2017,Elsevier,Offenburg University of Applied Sciences,7
2012,Elsevier,Fraunhofer Institute for Industrial Mathematics,9
2014,Non-Elsevier,Fraunhofer Institute for Algorithms and Scientific Computing,8
2016,Non-Elsevier,Max Planck Institute for Astrophysics,11
2018,Non-Elsevier,Fraunhofer Institute for Nondestructive Testing,4
2019,Non-Elsevier,Hochschule für Technik und Wirtschaft des Saarlandes,6
2013,Elsevier,Fraunhofer Institute for Wood Research Wilhelm-Klauditz-Institut,5
2017,Elsevier,Dresden University of Applied Sciences,6
2020,Elsevier,Fraunhofer Institute for Ceramic Technologies and Systems,18
2016,Elsevier,Leibniz Institute of Plant Biochemistry,13
2016,Non-Elsevier,Paul Ehrlich Institut,43
2019,Non-Elsevier,Max Planck Institute for Metabolism Research,16
2019,Elsevier,Coburg University of Applied Sciences,7
2015,Elsevier,Max Planck Institute of Biophysics,11
2019,Elsevier,Ostwestfalen-Lippe University of Applied Sciences and Arts,6
2014,Elsevier,Max Planck Institute for Molecular Biomedicine,12
2017,Elsevier,Max Planck Institute for Intelligent Systems,19
2017,Elsevier,RWI – Leibniz Institute for Economic Research,9
2020,Elsevier,"Fraunhofer Institute for Telecommunications, Heinrich Hertz Institute",4
2014,Non-Elsevier,Centre For European Economic Research,19
2017,Non-Elsevier,Max Planck Institute for Tax Law and Public Finance,5
2019,Non-Elsevier,Leibniz Institute for Analytical Sciences - ISAS,21
2017,Elsevier,Heilbronn University,3
2014,Non-Elsevier,Max Planck Institute for Evolutionary Biology,36
2018,Elsevier,Fraunhofer Institute for Chemical Technology,11
2012,Elsevier,Fraunhofer Center for International Management and Knowledge Economy,1
2013,Elsevier,Max Planck Institute for Coal Research,8
2012,Elsevier,Max Planck Institute for Ornithology,9
2013,Non-Elsevier,Max Planck Institute for Social Law and Social Policy,2
2018,Elsevier,Hochschule Aalen,9
2014,Non-Elsevier,Fraunhofer Institute for Toxicology and Experimental Medicine,15
2014,Elsevier,Leibniz Institute for Zoo and Wildlife Research,11
2012,Non-Elsevier,Fresenius University of Applied Sciences,3
2016,Non-Elsevier,Leibniz Institute of Ecological Urban and Regional Development,7
2012,Non-Elsevier,Fraunhofer Center for Maritime Logistics and Services,1
2018,Non-Elsevier,Hochschule Aalen,27
2015,Non-Elsevier,Fraunhofer Institute for Biomedical Engineering,3
2020,Elsevier,Albstadt-Sigmaringen University,3
2016,Elsevier,Fraunhofer Center for International Management and Knowledge Economy,1
2016,Elsevier,Fraunhofer Institute for Integrated Systems and Device Technology,7
2019,Non-Elsevier,Fraunhofer Institute for Factory Operation and Automation,5
2014,Non-Elsevier,Fraunhofer Institute for Applied Optics and Precision Engineering,15
2012,Non-Elsevier,Neubrandenburg University of Applied Sciences,2
2016,Non-Elsevier,Max Planck Institute of Immunobiology and Epigenetics,14
2020,Non-Elsevier,Max Planck Institute for Informatics,27
2017,Non-Elsevier,Max Planck Institute for Empirical Aesthetics,12
2020,Elsevier,Research Center Borstel - Leibniz-Center for Medicine and Biosciences,6
2015,Non-Elsevier,Dresden University of Applied Sciences,3
2014,Non-Elsevier,"Fraunhofer Institute of Optronics, System Technologies and Image Exploitation",5
2020,Elsevier,Fraunhofer Institute for Surface Engineering and Thin Films,5
2018,Elsevier,Stuttgart Media University,3
2017,Elsevier,Münster University of Applied Sciences,13
2015,Elsevier,Max Planck Institute for Marine Microbiology,4
2020,Elsevier,Max Planck Institute of Colloids and Interfaces,16
2020,Elsevier,Fraunhofer Institute for Production Systems and Design Technology,14
2014,Non-Elsevier,Leibniz Institute for Farm Animal Biology,28
2018,Non-Elsevier,Fraunhofer Institute for Wind Energy Systems,15
2012,Elsevier,FH Aachen,9
2013,Elsevier,Max Planck Institute for Chemical Ecology,7
2020,Non-Elsevier,Fraunhofer Institute for Software and Systems Engineering,2
2016,Elsevier,Max Planck Institute of Immunobiology and Epigenetics,13
2014,Non-Elsevier,Georg Simon Ohm University of Applied Sciences Nuremberg,10
2019,Elsevier,Museum für Naturkunde,10
2019,Elsevier,Reutlingen University,17
2016,Elsevier,Fraunhofer Institute for Mechatronic Systems Design,4
2012,Non-Elsevier,TH Köln – University of Applied Sciences,5
2019,Non-Elsevier,Fraunhofer Institute for Wood Research Wilhelm-Klauditz-Institut,11
2017,Non-Elsevier,Fraunhofer Institute for Laser Technology,15
2012,Non-Elsevier,Esslingen University of Applied Sciences,3
2018,Non-Elsevier,Max Planck Institute for Mathematics,24
2018,Elsevier,Fraunhofer Chalmers Research Centre for Industrial Mathematics,6
2016,Non-Elsevier,Fraunhofer Italia Research,1
2017,Non-Elsevier,Fraunhofer Institute for Algorithms and Scientific Computing,11
2018,Elsevier,Max Planck Institute for Intelligent Systems,15
2012,Elsevier,Paul Ehrlich Institut,13
2017,Elsevier,Max Planck Institute for Infection Biology,8
2012,Elsevier,Reutlingen University,3
2015,Elsevier,Pforzheim University of Applied Sciences,4
2016,Elsevier,Bernhard Nocht Institute for Tropical Medicine,11
2016,Non-Elsevier,Fraunhofer Institute for Microstructure of Materials and Systems,9
2012,Elsevier,Fraunhofer Institute for Toxicology and Experimental Medicine,7
2017,Elsevier,Catholic University of Eichstätt-Ingolstadt,11
2019,Elsevier,Furtwangen University,12
2015,Non-Elsevier,Fraunhofer Institute for Photonic Microsystems,8
2015,Elsevier,Leibniz Center for Tropical Marine Ecology,19
2020,Elsevier,Deggendorf Institute of Technology,3
2018,Elsevier,Fraunhofer Institute for Integrated Systems and Device Technology,6
2015,Elsevier,Rhine-Waal University of Applied Sciences,2
2016,Elsevier,University of Education Freiburg,3
2016,Non-Elsevier,Georg Simon Ohm University of Applied Sciences Nuremberg,14
2013,Elsevier,Fraunhofer Institute for Physical Measurement Techniques,1
2020,Elsevier,Max Planck Institute for Intelligent Systems,10
2016,Non-Elsevier,Leibniz Institute for Zoo and Wildlife Research,47
2013,Elsevier,Max Planck Institute of Neurobiology,8
2014,Non-Elsevier,Fraunhofer Institute for Biomedical Engineering,17
2016,Elsevier,University of Passau,16
2012,Elsevier,Max Planck Institute of Neurobiology,12
2012,Non-Elsevier,Technische Hochschule Mittelhessen,8
2018,Elsevier,University of Applied Sciences Würzburg-Schweinfurt,1
2013,Elsevier,Fraunhofer Research Institution for Microsystems and Solid State Technologies,1
2017,Elsevier,Max Planck Institute for Metabolism Research,7
2019,Non-Elsevier,Fraunhofer Institute for Structural Durability and System Reliability,11
2016,Elsevier,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut",11
2015,Elsevier,Fraunhofer Institute for Electronic Nano Systems,12
2019,Non-Elsevier,Dresden University of Applied Sciences,8
2015,Elsevier,Fulda University of Applied Sciences,2
2019,Non-Elsevier,Darmstadt University of Applied Sciences,13
2012,Elsevier,University of Passau,7
2019,Non-Elsevier,Pforzheim University of Applied Sciences,6
2020,Non-Elsevier,Max Planck Institute for Empirical Aesthetics,20
2013,Elsevier,Max Planck Institute for Gravitational Physics,5
2016,Non-Elsevier,Heilbronn University,8
2012,Non-Elsevier,Fraunhofer Institute for Molecular Biology and Applied Ecology,25
2019,Non-Elsevier,Hochschule Konstanz University of Applied Sciences,4
2012,Non-Elsevier,Fraunhofer Institute for Microengineering and Microsystems,8
2019,Non-Elsevier,University of Applied Sciences Ravensburg-Weingarten,3
2015,Elsevier,Max Planck Institute for Terrestrial Microbiology,10
2013,Elsevier,Leibniz Institute for Baltic Sea Research,25
2018,Non-Elsevier,Max Planck Graduate Center,10
2019,Elsevier,Max Planck Institute for the Physics of Complex Systems,6
2012,Elsevier,Fraunhofer Institute for Photonic Microsystems,8
2012,Elsevier,Max Planck Institute for Coal Research,15
2014,Non-Elsevier,Institut für Arbeitsmarkt und Berufsforschung,9
2012,Non-Elsevier,Max Planck Institute for Mathematics,17
2018,Elsevier,Leibniz Institute of Ecological Urban and Regional Development,14
2020,Non-Elsevier,Fraunhofer Institute for Structural Durability and System Reliability,14
2019,Non-Elsevier,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut",8
2019,Non-Elsevier,Kühne Logistics University,6
2018,Non-Elsevier,Technische Hochschule Mittelhessen,19
2019,Elsevier,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut",6
2016,Non-Elsevier,Fraunhofer Institute for Process Engineering and Packaging,16
2020,Elsevier,Max Planck Institute for Metabolism Research,6
2016,Non-Elsevier,Centre For European Economic Research,20
2018,Non-Elsevier,Fraunhofer Institute for Energy Economics and Energy System Technology,7
2017,Non-Elsevier,Fraunhofer Institute for Material and Beam Technology,17
2016,Non-Elsevier,Rhine-Waal University of Applied Sciences,10
2013,Non-Elsevier,Hamburg University of Applied Sciences,13
2015,Non-Elsevier,Pforzheim University of Applied Sciences,9
2015,Non-Elsevier,Leibniz Institute for Baltic Sea Research,21
2012,Non-Elsevier,Pforzheim University of Applied Sciences,11
2012,Elsevier,Max Planck Institute for Meteorology,7
2020,Non-Elsevier,Hochschule für Technik und Wirtschaft des Saarlandes,12
2020,Non-Elsevier,FH Aachen,22
2013,Non-Elsevier,Neubrandenburg University of Applied Sciences,5
2019,Non-Elsevier,"Fraunhofer Institute for Organic Electronics, Electron Beam and Plasma Technology",3
2015,Elsevier,Mannheim University of Applied Sciences,3
2014,Elsevier,Leibniz Institute for Farm Animal Biology,12
2017,Elsevier,Fraunhofer Institute for Reliability and Microintegration,1
2020,Non-Elsevier,Fraunhofer Institute for Factory Operation and Automation,5
