article_pubyear,publisher,institution_name,n_refs
2016,Non-Elsevier,Karlsruhe University of Applied Sciences,48
2012,Non-Elsevier,Max Planck Society,929
2017,Elsevier,Max Planck Institute for Medical Research,57
2017,Elsevier,Max Planck Institute for Biology of Ageing,90
2015,Non-Elsevier,Münster University of Applied Sciences,125
2018,Non-Elsevier,Fraunhofer Institute for Surface Engineering and Thin Films,15
2013,Elsevier,University of Bremen,862
2018,Elsevier,Technische Universität Braunschweig,1112
2015,Elsevier,Museum für Naturkunde,55
2016,Non-Elsevier,Mannheim University of Applied Sciences,224
2014,Elsevier,Hannover Medical School,2034
2012,Elsevier,Max Planck Institute for Human Development,149
2018,Non-Elsevier,German Sport University Cologne,633
2020,Elsevier,Max Planck Institute for Meteorology,45
2016,Elsevier,Max Planck Institute for Biogeochemistry,82
2013,Non-Elsevier,Max Planck Institute for Terrestrial Microbiology,665
2015,Non-Elsevier,Max Planck Institute for Chemistry,766
2012,Elsevier,University of Trier,205
2014,Elsevier,Saarland University,1133
2015,Non-Elsevier,Helmholtz Zentrum München,2727
2018,Elsevier,Universität Hamburg,1181
2019,Elsevier,Universität Hamburg,1046
2016,Non-Elsevier,Max Planck Institute of Neurobiology,164
2020,Non-Elsevier,Max Planck Institute of Quantum Optics,590
2014,Non-Elsevier,Max Planck Institute for Gravitational Physics,544
2012,Elsevier,Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences,375
2014,Non-Elsevier,Chemnitz University of Technology,1243
2012,Elsevier,"University of Veterinary Medicine Hannover, Foundation",529
2012,Non-Elsevier,Max Planck Institute for Nuclear Physics,993
2017,Non-Elsevier,Ilmenau University of Technology,730
2020,Non-Elsevier,Max Planck Institute for Plasma Physics,316
2015,Elsevier,Federal Institute For Materials Research and Testing,337
2020,Non-Elsevier,University of Bamberg,427
2016,Elsevier,Hamburg University of Technology,457
2020,Elsevier,Hamburg University of Applied Sciences,85
2018,Non-Elsevier,Museum für Naturkunde,362
2012,Non-Elsevier,Max Planck Institute for Evolutionary Biology,291
2016,Elsevier,Münster University of Applied Sciences,47
2014,Non-Elsevier,Clausthal University of Technology,337
2019,Elsevier,University of Paderborn,220
2012,Elsevier,Max Planck Institute for Physics,158
2016,Elsevier,Max Planck Institute for Biophysical Chemistry,373
2016,Elsevier,Max Planck Society,245
2016,Elsevier,Karlsruhe University of Applied Sciences,41
2013,Non-Elsevier,Max Planck Institute for Astronomy,842
2012,Elsevier,Max Delbrück Center for Molecular Medicine,451
2013,Non-Elsevier,Leibniz Institute of Plant Biochemistry,279
2018,Elsevier,Martin Luther University Halle-Wittenberg,1084
2019,Elsevier,Ruhr University Bochum,2266
2012,Non-Elsevier,German Rheumatism Research Centre,253
2015,Non-Elsevier,TU Bergakademie Freiberg,720
2020,Non-Elsevier,Max Planck Institute for Chemical Physics of Solids,1116
2020,Elsevier,Max Planck Institute for Intelligent Systems,80
2014,Non-Elsevier,University of Mannheim,765
2014,Elsevier,Max Planck Institute for Molecular Genetics,157
2018,Non-Elsevier,Max Planck Institute for Human Development,329
2015,Non-Elsevier,German Cancer Research Center,5439
2013,Elsevier,Max Planck Institute of Biophysics,83
2017,Non-Elsevier,Heilbronn University,37
2019,Non-Elsevier,Leibniz Center for Tropical Marine Ecology,209
2014,Non-Elsevier,University of Paderborn,660
2020,Non-Elsevier,Bielefeld University,3750
2018,Non-Elsevier,Fraunhofer Institute for Molecular Biology and Applied Ecology,588
2019,Non-Elsevier,"Fraunhofer Research Institution for Casting, Composite and Processing Technology",39
2012,Non-Elsevier,Fraunhofer Institute for Applied Polymer Research,243
2012,Non-Elsevier,Helmholtz-Zentrum Dresden-Rossendorf,823
2017,Elsevier,Fraunhofer Institute for Molecular Biology and Applied Ecology,275
2018,Non-Elsevier,Fraunhofer Institute for Intelligent Analysis and Information Systems,14
2020,Elsevier,University of Bamberg,170
2016,Non-Elsevier,Osnabrück University,1089
2013,Elsevier,German Aerospace Center,438
2012,Elsevier,University of Hohenheim,548
2018,Elsevier,Leibniz Institute for Farm Animal Biology,207
2014,Non-Elsevier,Max Planck Institute for Plasma Physics,263
2015,Elsevier,Hamburg University of Technology,313
2016,Non-Elsevier,Max Planck Institute for Dynamics of Complex Technical Systems,203
2016,Elsevier,Chemnitz University of Technology,435
2019,Elsevier,Max Planck Institute for Physics,55
2012,Non-Elsevier,Fraunhofer Institute for Digital Medicine,72
2018,Elsevier,Fraunhofer Institute for Solar Energy Systems,312
2014,Elsevier,Alfred Wegener Institute for Polar and Marine Research,438
2018,Elsevier,Max Planck Institute for Evolutionary Biology,79
2012,Non-Elsevier,Max Planck Institute for Biophysical Chemistry,1037
2014,Elsevier,Max Planck Institute for Nuclear Physics,139
2019,Non-Elsevier,Max Planck Institute for Nuclear Physics,835
2014,Non-Elsevier,Fraunhofer Institute for Laser Technology,41
2015,Elsevier,University of Kaiserslautern,604
2015,Non-Elsevier,Max Planck Institute for Extraterrestrial Physics,515
2016,Non-Elsevier,Max Planck Institute for Marine Microbiology,438
2014,Non-Elsevier,Fraunhofer Institute for Applied Solid State Physics,173
2013,Non-Elsevier,Fraunhofer Institute for Applied Solid State Physics,132
2016,Elsevier,Technische Universität Braunschweig,805
2012,Non-Elsevier,Max Planck Institute for Psycholinguistics,259
2019,Non-Elsevier,Max Planck Institute of Immunobiology and Epigenetics,422
2020,Non-Elsevier,Helmut Schmidt University,322
2017,Elsevier,Leibniz Institute of Polymer Research,214
2020,Elsevier,Ilmenau University of Technology,318
2012,Non-Elsevier,Max Planck Institute for Infection Biology,459
2016,Elsevier,Max Planck Institute for Marine Microbiology,63
2020,Non-Elsevier,German Sport University Cologne,1050
2012,Non-Elsevier,GEOMAR Helmholtz Centre for Ocean Research Kiel,654
2015,Non-Elsevier,Fraunhofer Institute for Mechanics of Materials,189
2016,Elsevier,University of Kaiserslautern,549
2019,Non-Elsevier,University of Kaiserslautern,1857
2016,Non-Elsevier,Helmut Schmidt University,226
2017,Elsevier,Max Planck Institute for Marine Microbiology,43
2017,Elsevier,RWI – Leibniz Institute for Economic Research,48
2017,Non-Elsevier,Leibniz Institute for Zoo and Wildlife Research,354
2016,Elsevier,Fraunhofer Institute for Silicate Research,61
2020,Elsevier,Fraunhofer Institute for Chemical Technology,62
2018,Elsevier,Helmholtz Centre for Infection Research,366
2018,Elsevier,GEOMAR Helmholtz Centre for Ocean Research Kiel,315
2014,Non-Elsevier,University of Wuppertal,1304
2020,Elsevier,Max Planck Institute for Dynamics of Complex Technical Systems,206
2012,Non-Elsevier,Leibniz Institute of Agricultural Development in Transition Economies,33
2020,Non-Elsevier,Max Planck Institute for Biogeochemistry,852
2018,Non-Elsevier,Max Planck Institute for the History of Science,25
2014,Elsevier,Max Planck Institute of Neurobiology,104
2014,Elsevier,Max Planck Institute of Colloids and Interfaces,307
2016,Elsevier,Leibniz Institute of Polymer Research,223
2012,Elsevier,Max Planck Institute for Dynamics of Complex Technical Systems,172
2020,Non-Elsevier,Paul Ehrlich Institut,625
2014,Elsevier,Fraunhofer Institute for Systems and Innovation Research,55
2018,Non-Elsevier,Hamm-Lippstadt University of Applied Sciences,3
2019,Elsevier,Max Planck Institute for Biology of Ageing,112
2019,Non-Elsevier,GEOMAR Helmholtz Centre for Ocean Research Kiel,1086
2017,Elsevier,Leibniz Institute for Farm Animal Biology,140
2019,Non-Elsevier,Max Planck Institute for Astronomy,892
2020,Elsevier,Fraunhofer Institute for Molecular Biology and Applied Ecology,286
2016,Non-Elsevier,Max Planck Institute of Biophysics,251
2012,Elsevier,Robert Koch Institute,302
2013,Elsevier,Forschungszentrum Jülich,1419
2013,Non-Elsevier,GEOMAR Helmholtz Centre for Ocean Research Kiel,711
2016,Elsevier,Rottenburg University of Applied Forest Sciences,14
2014,Elsevier,Leibniz Institute for Baltic Sea Research,114
2020,Non-Elsevier,University of Paderborn,1254
2012,Non-Elsevier,Max Planck Institute of Biochemistry,793
2018,Elsevier,Max Planck Institute for Gravitational Physics,21
2013,Elsevier,Max Planck Institute for Solid State Research,154
2020,Elsevier,Max Planck Institute for Human Cognitive and Brain Sciences,426
2013,Elsevier,Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences,443
2017,Elsevier,Bernhard Nocht Institute for Tropical Medicine,78
2015,Non-Elsevier,Hamburg University of Technology,595
2015,Non-Elsevier,Fraunhofer Institute for Solar Energy Systems,456
2013,Elsevier,University of Freiburg,1839
2018,Non-Elsevier,Furtwangen University,117
2017,Elsevier,Helmholtz-Zentrum Dresden-Rossendorf,524
2020,Elsevier,Max Planck Institute for Evolutionary Biology,63
2016,Elsevier,University of Greifswald,835
2012,Non-Elsevier,Max Planck Institute for the Science of Light,315
2019,Elsevier,Max Planck Institute for Plasma Physics,126
2019,Elsevier,Ilmenau University of Technology,221
2018,Non-Elsevier,Max Planck Institute for Radio Astronomy,347
2014,Elsevier,University of Duisburg-Essen,1543
2017,Non-Elsevier,Leibniz Institute of Plant Biochemistry,584
2013,Elsevier,Fraunhofer Institute for Microengineering and Microsystems,70
2018,Elsevier,Osnabrück University,334
2015,Elsevier,RWI – Leibniz Institute for Economic Research,40
2012,Elsevier,Fraunhofer Institute for Structural Durability and System Reliability,30
2012,Non-Elsevier,TU Bergakademie Freiberg,460
2017,Non-Elsevier,RWI – Leibniz Institute for Economic Research,70
2014,Non-Elsevier,Max Planck Institute for Astrophysics,336
2015,Elsevier,Max Planck Institute for Biophysical Chemistry,425
2013,Non-Elsevier,Max Planck Institute for Human Development,516
2017,Elsevier,Fraunhofer Institute for Manufacturing Technology and Advanced Materials,112
2016,Non-Elsevier,Max Planck Institute for the Study of Societies,47
2018,Non-Elsevier,German Institute of Human Nutrition,610
2012,Non-Elsevier,Max Planck Institute of Microstructure Physics,529
2012,Non-Elsevier,University of Augsburg,934
2014,Non-Elsevier,University of Siegen,929
2018,Elsevier,Max Planck Institute for Human Cognitive and Brain Sciences,430
2015,Non-Elsevier,Julius Kühn-Institut,262
2020,Elsevier,Max Planck Institute for Chemical Ecology,115
2018,Non-Elsevier,Max Planck Institute of Biophysics,223
2015,Elsevier,Max Planck Institute of Experimental Medicine,162
2016,Non-Elsevier,Max Planck Institute for Evolutionary Anthropology,693
2013,Non-Elsevier,Max Planck Institute for Dynamics and Self Organization,342
2019,Non-Elsevier,Museum für Naturkunde,330
2018,Non-Elsevier,Reutlingen University,66
2020,Elsevier,Max Planck Institute for Solid State Research,99
2017,Non-Elsevier,Max Planck Institute for Social Anthropology,48
2013,Non-Elsevier,Max Planck Institute for Biophysical Chemistry,901
2012,Non-Elsevier,Carl von Ossietzky University of Oldenburg,1159
2018,Elsevier,Fraunhofer Institute for Manufacturing Engineering and Automation,56
2019,Elsevier,Helmholtz-Zentrum Berlin für Materialien und Energie,237
2015,Non-Elsevier,"Fraunhofer Institute for Telecommunications, Heinrich Hertz Institute",86
2020,Non-Elsevier,Leibniz Institute for Baltic Sea Research,476
2019,Non-Elsevier,Max Planck Institute for Ornithology,318
2020,Elsevier,Max Planck Institute for Molecular Biomedicine,55
2020,Elsevier,Hochschule Aalen,49
2013,Elsevier,Fraunhofer Institute for Manufacturing Technology and Advanced Materials,128
2016,Non-Elsevier,Max Planck Institute for Nuclear Physics,536
2015,Elsevier,Helmholtz-Zentrum Dresden-Rossendorf,438
2013,Non-Elsevier,Max Planck Institute of Neurobiology,206
2015,Elsevier,GEOMAR Helmholtz Centre for Ocean Research Kiel,311
2020,Non-Elsevier,Fraunhofer Institute for Process Engineering and Packaging,194
2012,Non-Elsevier,Max Planck Institute for Coal Research,801
2012,Non-Elsevier,Hamburg University of Technology,570
2017,Elsevier,Leibniz Center for Tropical Marine Ecology,76
2014,Non-Elsevier,University of Kaiserslautern,1860
2016,Non-Elsevier,Leibniz Institute for Analytical Sciences - ISAS,343
2019,Non-Elsevier,Max Delbrück Center for Molecular Medicine,1479
2013,Elsevier,Carl von Ossietzky University of Oldenburg,449
2020,Elsevier,Fraunhofer Institute for Surface Engineering and Thin Films,38
2012,Non-Elsevier,Leibniz Institute of Polymer Research,781
2020,Non-Elsevier,Helmholtz Zentrum München,3935
2013,Non-Elsevier,Max Planck Institute for Biology of Ageing,87
2013,Non-Elsevier,Fulda University of Applied Sciences,33
2018,Elsevier,Max Planck Institute for Evolutionary Anthropology,396
2020,Elsevier,Max Planck Institute for the Science of Human History,180
2019,Non-Elsevier,Bonn-Rhein-Sieg University of Applied Sciences,234
2020,Elsevier,University of Siegen,733
2017,Non-Elsevier,Hochschule Aalen,46
2018,Elsevier,"Bauhaus University, Weimar",219
2017,Non-Elsevier,Fraunhofer Institute for Cell Therapy and Immunology,496
2017,Non-Elsevier,Helmholtz-Zentrum Dresden-Rossendorf,1512
2017,Non-Elsevier,Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences,1060
2019,Non-Elsevier,Darmstadt University of Applied Sciences,74
2020,Elsevier,Helmholtz Zentrum München,1301
2016,Non-Elsevier,TU Bergakademie Freiberg,766
2015,Elsevier,TU Bergakademie Freiberg,732
2020,Elsevier,Leibniz Institute of Agricultural Development in Transition Economies,41
2013,Non-Elsevier,Osnabrück University,1125
2018,Elsevier,University of Ulm,1553
2016,Elsevier,Ilmenau University of Technology,203
2012,Non-Elsevier,Max Planck Institute for Astronomy,612
2015,Elsevier,German Aerospace Center,709
2017,Non-Elsevier,University of Paderborn,1127
2016,Elsevier,Helmholtz-Zentrum Geesthacht Centre for Materials and Coastal Research,670
2013,Elsevier,Max Planck Institute for Terrestrial Microbiology,188
2013,Elsevier,Fraunhofer Institute for Applied and Integrated Security,1
2014,Non-Elsevier,Heilbronn University,12
2019,Elsevier,Helmholtz Zentrum München,1034
2018,Non-Elsevier,Max Planck Institute for Nuclear Physics,768
2020,Non-Elsevier,Max Planck Institute for Chemical Energy Conversion,1040
2017,Elsevier,Max Planck Institute for Biogeochemistry,111
2017,Elsevier,Carl von Ossietzky University of Oldenburg,798
2012,Non-Elsevier,Helmholtz-Zentrum Geesthacht Centre for Materials and Coastal Research,716
2017,Non-Elsevier,University of Trier,566
2016,Elsevier,Helmholtz-Zentrum Dresden-Rossendorf,583
2015,Non-Elsevier,TU Dortmund University,2428
2019,Elsevier,Hannover Medical School,1658
2017,Non-Elsevier,University of Ulm,4574
2015,Non-Elsevier,Bernhard Nocht Institute for Tropical Medicine,363
2014,Elsevier,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut",18
2017,Elsevier,Helmut Schmidt University,127
2014,Non-Elsevier,Max Planck Institute for Molecular Genetics,722
2016,Non-Elsevier,Max Planck Institute for Dynamics and Self Organization,285
2019,Non-Elsevier,University of Applied Sciences Biberach,75
2020,Non-Elsevier,Catholic University of Eichstätt-Ingolstadt,232
2020,Non-Elsevier,Robert Koch Institute,1156
2015,Elsevier,Fraunhofer Institute for Machine Tools and Forming Technology,55
2015,Non-Elsevier,Chemnitz University of Technology,1390
2012,Elsevier,Max Planck Institute for Research on Collective Goods,31
2018,Non-Elsevier,German Rheumatism Research Centre,390
2014,Non-Elsevier,Fraunhofer Institute for Mechanics of Materials,148
2012,Non-Elsevier,Max Planck Institute for Marine Microbiology,437
2020,Elsevier,Paul Ehrlich Institut,180
2017,Non-Elsevier,Institute of Plant Genetics and Crop Plant Research,555
2018,Non-Elsevier,Max Planck Institute for Chemistry,774
2013,Non-Elsevier,Max Planck Institute for the Science of Light,396
2015,Non-Elsevier,Max Planck Institute for Chemical Ecology,706
2015,Elsevier,Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences,511
2019,Elsevier,Max Planck Institute for Biophysical Chemistry,338
2018,Elsevier,Philipp University of Marburg,1319
2012,Non-Elsevier,Fraunhofer Institute for Microengineering and Microsystems,165
2013,Elsevier,University of Duisburg-Essen,1559
2017,Elsevier,Helmholtz-Zentrum Geesthacht Centre for Materials and Coastal Research,567
